orig_row,text,n_terms,dominant_topic,topic_0,topic_1,topic_2,topic_3
7330,81 She did X — what happens next will shock you,3,0,0.812,0.063,0.063,0.063
48521,96 Investors hedge inflation risk using index-linked bonds (Berlin),9,2,0.025,0.025,0.925,0.025
7513,45 This trick will change your life forever,4,3,0.05,0.05,0.05,0.85
303,Open-source libraries accelerate machine learning workflows (Berlin),8,3,0.028,0.028,0.028,0.916
16603,"59 10 priežasčių, kodėl niekada nepirkti šio daikto",6,2,0.036,0.036,0.893,0.036
11148,How to speed up your computer with simple tweaks analitikų teigimu (London),5,1,0.042,0.873,0.042,0.043
30290,2 This trick will change your life forever (Berlin),5,3,0.042,0.042,0.042,0.874
39939,72 Coach explains new defensive tactics after the game,6,3,0.036,0.036,0.036,0.892
22198,"26 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte (Berlin)",5,2,0.042,0.042,0.874,0.042
1775,"Ji padarė X — kas nutiks toliau, pribloškia — Number 5 is shocking (Berlin)",8,0,0.639,0.028,0.029,0.304
35126,"7 10 priežasčių, kodėl niekada nepirkti šio daikto — You won't believe it (Berlin)",9,2,0.025,0.25,0.7,0.025
46910,"25 Ji padarė X — kas nutiks toliau, pribloškia — Number 5 is shocking (Berlin)",8,0,0.639,0.028,0.029,0.304
19006,You won't believe what happened next — You won't believe it (New York),7,1,0.032,0.904,0.032,0.032
30800,Stock market falls amid inflation concerns po pranešimo (Madrid),7,2,0.032,0.032,0.905,0.031
3497,This trick will change your life forever (Berlin),5,3,0.042,0.042,0.042,0.874
716,Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą (New York),9,2,0.025,0.026,0.924,0.026
34286,"7 Central bank cuts rates, markets rally on dovish guidance",8,0,0.917,0.028,0.028,0.028
10698,60 10 reasons you should never buy this gadget (Vilnius),4,3,0.246,0.051,0.052,0.651
272,"Ji padarė X — kas nutiks toliau, pribloškia — Find out why",5,0,0.875,0.042,0.042,0.042
9466,45 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.892,0.036,0.036,0.036
41526,38 She did X — what happens next will shock you — Read more,4,0,0.847,0.051,0.051,0.051
26028,83 This trick will change your life forever,4,3,0.05,0.05,0.05,0.85
5381,How to speed up your computer with simple tweaks po pranešimo (Madrid),5,1,0.042,0.874,0.042,0.042
2079,63 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
31056,61 Apple unveils a new iPhone with advanced camera and AI features,8,2,0.028,0.029,0.915,0.028
5180,Apple unveils a new iPhone with advanced camera and AI features as markets react,8,2,0.028,0.029,0.915,0.028
15485,40 This trick will change your life forever,4,3,0.05,0.05,0.05,0.85
3542,Messi įmušė įspūdingą įvartį Lygų taurėje amid concerns (New York),10,2,0.023,0.023,0.931,0.023
31605,32 Analysts predict record profits for the banking sector po pranešimo,6,0,0.892,0.036,0.036,0.036
5163,60 You won't believe what happened next,3,1,0.063,0.812,0.063,0.063
19389,58 You won't believe what happened next,3,1,0.063,0.812,0.063,0.063
37937,50 Šis triukas pakeis jūsų gyvenimą amžiams — You won't believe it,7,3,0.031,0.281,0.031,0.656
7433,"53 Ji padarė X — kas nutiks toliau, pribloškia",5,0,0.875,0.042,0.042,0.042
21254,"Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte — Find out why (Madrid)",5,2,0.042,0.042,0.873,0.042
40718,72 Kaip pagreitinti kompiuterį paprastais triukais,4,1,0.05,0.85,0.05,0.05
1000,3 Earnings beat expectations as revenue grows in cloud segment,7,0,0.906,0.031,0.031,0.031
30887,17 You won't believe what happened next — Number 5 is shocking (Paris),6,1,0.036,0.54,0.036,0.388
32620,Messi įmušė įspūdingą įvartį Lygų taurėje as markets react (New York),8,2,0.028,0.028,0.915,0.029
854,10 reasons you should never buy this gadget — Find out why (London),4,3,0.051,0.051,0.05,0.848
21559,83 Kaip pagreitinti kompiuterį paprastais triukais — analysts say,4,1,0.05,0.85,0.05,0.05
28757,Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose amid concerns (London),9,0,0.921,0.025,0.029,0.025
37887,2 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.893,0.036,0.036,0.036
21941,"40 Ji padarė X — kas nutiks toliau, pribloškia",5,0,0.875,0.042,0.042,0.042
2258,Investors hedge inflation risk using index-linked bonds after report,8,2,0.028,0.028,0.917,0.028
20312,"94 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte",4,2,0.05,0.05,0.85,0.05
4164,Transfer rumors suggest a record deal for the young striker as markets react,7,3,0.032,0.031,0.031,0.906
3273,Treneris aiškino naują gynybos taktiką po rungtynių analitikų teigimu,6,0,0.892,0.036,0.036,0.036
15587,5 Earnings beat expectations as revenue grows in cloud segment,7,0,0.906,0.031,0.031,0.031
44207,45 Local team wins national championship in overtime (Berlin),7,1,0.031,0.906,0.032,0.031
31428,Startuolis pritraukė 50 mln. USD DI platformos plėtrai po pranešimo (Paris),8,3,0.028,0.028,0.028,0.916
47356,"96 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte",4,2,0.05,0.05,0.85,0.05
28364,Startuolis pritraukė 50 mln. USD DI platformos plėtrai as markets react (Berlin),8,3,0.028,0.028,0.028,0.916
932,Analysts predict record profits for the banking sector (New York),8,0,0.913,0.029,0.029,0.03
37285,64 You won't believe what happened next,3,1,0.063,0.812,0.063,0.063
47402,20 Stock market falls amid inflation concerns,6,2,0.036,0.036,0.893,0.036
27810,31 You won't believe what happened next,3,1,0.063,0.812,0.063,0.063
4190,10 Earnings beat expectations as revenue grows in cloud segment,7,0,0.906,0.031,0.031,0.031
25655,25 Major security breach affects millions of users worldwide (Vilnius),8,0,0.916,0.028,0.028,0.028
4054,Star player signs a multi-year contract with club after report (Madrid),8,3,0.028,0.028,0.028,0.916
20983,13 Didelė saugumo spraga paveikė milijonus vartotojų (Kaunas),7,0,0.905,0.032,0.031,0.032
41193,16 Messi įmušė įspūdingą įvartį Lygų taurėje,6,2,0.036,0.036,0.893,0.036
15680,41 Earnings beat expectations as revenue grows in cloud segment amid concerns,9,0,0.921,0.025,0.029,0.025
27366,68 Start-up raises $50 million to scale its AI platform,6,1,0.036,0.893,0.036,0.036
10048,Transfer rumors suggest a record deal for the young striker (New York),9,3,0.025,0.025,0.025,0.924
12630,52 Apple unveils a new iPhone with advanced camera and AI features — analysts say,8,2,0.028,0.029,0.915,0.028
43655,38 This trick will change your life forever — You won't believe it,6,3,0.036,0.321,0.036,0.607
10363,34 Stock market falls amid inflation concerns (Kaunas),7,2,0.032,0.032,0.905,0.032
1216,47 She did X — what happens next will shock you (London),4,0,0.848,0.051,0.05,0.051
32993,61 10 reasons you should never buy this gadget,3,3,0.063,0.063,0.063,0.812
13628,57 Analysts predict record profits for the banking sector,6,0,0.892,0.036,0.036,0.036
2551,7 Kaip pagreitinti kompiuterį paprastais triukais dėl rinkos reakcijos (New York),6,1,0.036,0.89,0.037,0.037
34143,Investors hedge inflation risk using index-linked bonds dėl rinkos reakcijos (Vilnius),9,2,0.025,0.025,0.924,0.025
30002,38 How to speed up your computer with simple tweaks,4,1,0.05,0.85,0.05,0.05
27799,53 Stock market falls amid inflation concerns analitikų teigimu,6,2,0.036,0.036,0.893,0.036
8554,"Negalėsite patikėti, kas įvyko toliau (Vilnius)",5,2,0.044,0.042,0.872,0.042
6443,22 Major security breach affects millions of users worldwide,7,0,0.906,0.031,0.031,0.031
31975,74 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
9077,78 This trick will change your life forever — Number 5 is shocking,6,3,0.036,0.036,0.036,0.893
44600,This trick will change your life forever — Read more (Madrid),6,3,0.037,0.037,0.037,0.89
3627,"17 10 priežasčių, kodėl niekada nepirkti šio daikto — Read more (Berlin)",8,2,0.028,0.028,0.916,0.028
31037,„Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis amid concerns (Madrid),11,1,0.021,0.719,0.239,0.021
19178,2 Stock market falls amid inflation concerns,6,2,0.036,0.036,0.893,0.036
41819,66 Investors hedge inflation risk using index-linked bonds,8,2,0.028,0.028,0.917,0.028
445,Top 7 secrets companies don't want you to know (London),6,3,0.036,0.036,0.036,0.892
43831,72 Startuolis pritraukė 50 mln. USD DI platformos plėtrai (Kaunas),8,3,0.028,0.028,0.028,0.916
10871,70 Open-source libraries accelerate machine learning workflows,7,3,0.031,0.031,0.031,0.906
70,Analysts predict record profits for the banking sector (London),7,0,0.905,0.031,0.031,0.032
19912,29 Stock market falls amid inflation concerns,6,2,0.036,0.036,0.893,0.036
16170,100 Messi įmušė įspūdingą įvartį Lygų taurėje po pranešimo,6,2,0.036,0.036,0.893,0.036
37739,37 Didelė saugumo spraga paveikė milijonus vartotojų,6,0,0.893,0.036,0.036,0.036
4435,98 Apple unveils a new iPhone with advanced camera and AI features,8,2,0.028,0.029,0.915,0.028
7786,Messi įmušė įspūdingą įvartį Lygų taurėje po pranešimo (Madrid),7,2,0.031,0.032,0.905,0.031
4633,12 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą (New York),9,2,0.025,0.026,0.924,0.026
13344,Messi įmušė įspūdingą įvartį Lygų taurėje in a surprise move,7,2,0.031,0.031,0.906,0.031
10769,18 Didelė saugumo spraga paveikė milijonus vartotojų dėl rinkos reakcijos,6,0,0.893,0.036,0.036,0.036
9249,8 Messi scores a stunning goal in the Champions League match (Berlin),8,2,0.028,0.028,0.916,0.028
24129,16 Apple unveils a new iPhone with advanced camera and AI features po pranešimo,8,2,0.028,0.029,0.915,0.028
33268,Local team wins national championship in overtime analitikų teigimu (New York),8,1,0.028,0.915,0.028,0.029
38602,Kaip pagreitinti kompiuterį paprastais triukais analitikų teigimu (Paris),5,1,0.042,0.873,0.042,0.042
32611,33 Stock market falls amid inflation concerns,6,2,0.036,0.036,0.893,0.036
8315,"Ji padarė X — kas nutiks toliau, pribloškia — Find out why (Paris)",6,0,0.891,0.036,0.036,0.036
29741,50 She did X — what happens next will shock you,3,0,0.812,0.063,0.063,0.063
40424,71 10 reasons you should never buy this gadget (New York),5,3,0.042,0.043,0.042,0.873
27328,10 reasons you should never buy this gadget — Read more (New York),6,3,0.036,0.037,0.037,0.89
12256,41 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
10096,"10 priežasčių, kodėl niekada nepirkti šio daikto — Find out why (Madrid)",7,2,0.031,0.032,0.905,0.031
17771,40 Star player signs a multi-year contract with club,7,3,0.031,0.031,0.031,0.906
23741,Treneris aiškino naują gynybos taktiką po rungtynių amid concerns (Vilnius),9,0,0.921,0.025,0.029,0.025
32654,65 Treneris aiškino naują gynybos taktiką po rungtynių (London),7,0,0.905,0.032,0.031,0.032
8801,91 You won't believe what happened next (London),4,1,0.051,0.847,0.051,0.051
24143,67 Messi scores a stunning goal in the Champions League match,7,2,0.031,0.031,0.906,0.031
3163,Treneris aiškino naują gynybos taktiką po rungtynių (Kaunas),7,0,0.905,0.032,0.031,0.032
43387,12 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.028,0.916,0.028,0.028
14894,50 Star player signs a multi-year contract with club,7,3,0.031,0.031,0.031,0.906
38864,41 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose (London),7,0,0.906,0.031,0.031,0.032
18558,21 Start-up raises $50 million to scale its AI platform,6,1,0.036,0.893,0.036,0.036
8346,43 Treneris aiškino naują gynybos taktiką po rungtynių amid concerns,8,0,0.911,0.028,0.033,0.028
25449,97 You won't believe what happened next (Berlin),4,1,0.05,0.848,0.051,0.051
45026,85 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.893,0.036,0.036,0.036
12469,74 Star player signs a multi-year contract with club po pranešimo,7,3,0.031,0.031,0.031,0.906
1120,86 She did X — what happens next will shock you (Vilnius),4,0,0.849,0.05,0.05,0.05
36552,60 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,3,0.031,0.032,0.031,0.906
11193,28 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,3,0.031,0.032,0.031,0.906
19632,94 Transfer rumors suggest a record deal for the young striker dėl rinkos reakcijos,7,3,0.032,0.031,0.031,0.906
48942,73 Open-source libraries accelerate machine learning workflows,7,3,0.031,0.031,0.031,0.906
970,Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą (Berlin),8,2,0.028,0.028,0.916,0.028
45713,"58 Negalėsite patikėti, kas įvyko toliau — Find out why",4,2,0.051,0.05,0.849,0.05
21131,62 Start-up raises $50 million to scale its AI platform,6,1,0.036,0.893,0.036,0.036
37313,31 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,0,0.906,0.031,0.031,0.031
12383,60 Earnings beat expectations as revenue grows in cloud segment (Vilnius),8,0,0.916,0.028,0.028,0.028
3090,47 Apple unveils a new iPhone with advanced camera and AI features (Berlin),9,2,0.025,0.026,0.924,0.025
31650,78 Messi įmušė įspūdingą įvartį Lygų taurėje,6,2,0.036,0.036,0.893,0.036
17655,79 Open-source libraries accelerate machine learning workflows analitikų teigimu,7,3,0.031,0.031,0.031,0.906
4897,21 She did X — what happens next will shock you,3,0,0.812,0.063,0.063,0.063
21,Kaip pagreitinti kompiuterį paprastais triukais — analysts say,4,1,0.05,0.85,0.05,0.05
35258,94 Analysts predict record profits for the banking sector analitikų teigimu,6,0,0.892,0.036,0.036,0.036
18815,13 Stock market falls amid inflation concerns,6,2,0.036,0.036,0.893,0.036
3004,70 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.893,0.036,0.036,0.036
16304,53 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus (Berlin),8,0,0.915,0.028,0.028,0.028
26422,78 Žvaigždė pasirašė daugiametę sutartį su klubu po pranešimo,5,1,0.042,0.875,0.042,0.042
1481,29 Star player signs a multi-year contract with club,7,3,0.031,0.031,0.031,0.906
20736,47 Žvaigždė pasirašė daugiametę sutartį su klubu,5,1,0.042,0.875,0.042,0.042
3362,Žvaigždė pasirašė daugiametę sutartį su klubu amid concerns,7,1,0.032,0.656,0.281,0.031
26186,73 Start-up raises $50 million to scale its AI platform,6,1,0.036,0.893,0.036,0.036
47334,"29 Central bank cuts rates, markets rally on dovish guidance",8,0,0.917,0.028,0.028,0.028
44637,28 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą dėl rinkos reakcijos (Vilnius),8,2,0.028,0.028,0.916,0.028
5454,"16 Negalėsite patikėti, kas įvyko toliau",4,2,0.051,0.05,0.849,0.05
34024,Kaip pagreitinti kompiuterį paprastais triukais in a surprise move (New York),7,1,0.032,0.903,0.033,0.033
22817,21 Transfer rumors suggest a record deal for the young striker in a surprise move,8,3,0.028,0.028,0.028,0.916
14297,12 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose (Paris),7,0,0.905,0.032,0.031,0.032
10908,3 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus analitikų teigimu (Paris),8,0,0.916,0.028,0.028,0.028
2153,50 Analysts predict record profits for the banking sector (London),7,0,0.905,0.031,0.031,0.032
524,10 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.028,0.916,0.028,0.028
34912,95 She did X — what happens next will shock you — Find out why,3,0,0.812,0.063,0.063,0.063
14481,35 She did X — what happens next will shock you (Vilnius),4,0,0.849,0.05,0.05,0.05
13821,37 Messi įmušė įspūdingą įvartį Lygų taurėje,6,2,0.036,0.036,0.893,0.036
8261,25 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
8402,Major security breach affects millions of users worldwide po pranešimo (Madrid),8,0,0.916,0.028,0.028,0.028
10802,62 Startuolis pritraukė 50 mln. USD DI platformos plėtrai (Madrid),8,3,0.028,0.029,0.028,0.915
3221,84 Open-source libraries accelerate machine learning workflows in a surprise move (London),9,3,0.025,0.025,0.025,0.924
6046,63 Kaip pagreitinti kompiuterį paprastais triukais,4,1,0.05,0.85,0.05,0.05
13267,41 10 reasons you should never buy this gadget (Kaunas),4,3,0.051,0.051,0.051,0.847
29238,Open-source libraries accelerate machine learning workflows dėl rinkos reakcijos (Madrid),8,3,0.028,0.028,0.028,0.916
1796,100 She did X — what happens next will shock you (New York),5,0,0.865,0.044,0.044,0.046
28256,35 Investors hedge inflation risk using index-linked bonds,8,2,0.028,0.028,0.917,0.028
6446,"20 Ji padarė X — kas nutiks toliau, pribloškia — Number 5 is shocking",7,0,0.656,0.031,0.032,0.281
38913,3 Analysts predict record profits for the banking sector,6,0,0.892,0.036,0.036,0.036
2635,86 Analysts predict record profits for the banking sector,6,0,0.892,0.036,0.036,0.036
10080,78 Kaip pagreitinti kompiuterį paprastais triukais,4,1,0.05,0.85,0.05,0.05
33231,87 Stock market falls amid inflation concerns,6,2,0.036,0.036,0.893,0.036
48854,89 Transfer rumors suggest a record deal for the young striker,7,3,0.032,0.031,0.031,0.906
17966,75 Earnings beat expectations as revenue grows in cloud segment,7,0,0.906,0.031,0.031,0.031
5734,84 Kaip pagreitinti kompiuterį paprastais triukais,4,1,0.05,0.85,0.05,0.05
5650,This trick will change your life forever — Read more (Berlin),6,3,0.036,0.036,0.037,0.891
25086,78 Apple unveils a new iPhone with advanced camera and AI features — analysts say,8,2,0.028,0.029,0.915,0.028
43625,Major security breach affects millions of users worldwide dėl rinkos reakcijos (Madrid),8,0,0.916,0.028,0.028,0.028
6031,You won't believe what happened next — Read more (Madrid),5,1,0.043,0.871,0.043,0.043
12805,Didelė saugumo spraga paveikė milijonus vartotojų in a surprise move (Madrid),8,0,0.915,0.028,0.028,0.028
3962,"91 Central bank cuts rates, markets rally on dovish guidance",8,0,0.917,0.028,0.028,0.028
29925,Stock market falls amid inflation concerns as markets react (Madrid),7,2,0.032,0.032,0.905,0.031
33959,71 Start-up raises $50 million to scale its AI platform analitikų teigimu,6,1,0.036,0.893,0.036,0.036
15928,52 You won't believe what happened next,3,1,0.063,0.812,0.063,0.063
552,Stock market falls amid inflation concerns amid concerns (Berlin),9,2,0.025,0.025,0.924,0.025
26681,38 Earnings beat expectations as revenue grows in cloud segment,7,0,0.906,0.031,0.031,0.031
19308,Start-up raises $50 million to scale its AI platform po pranešimo (Paris),7,1,0.032,0.905,0.032,0.032
2775,16 Apple unveils a new iPhone with advanced camera and AI features (Kaunas),9,2,0.025,0.026,0.923,0.025
9834,25 Stock market falls amid inflation concerns,6,2,0.036,0.036,0.893,0.036
35446,86 Start-up raises $50 million to scale its AI platform — analysts say,6,1,0.036,0.893,0.036,0.036
12994,3 Investors hedge inflation risk using index-linked bonds,8,2,0.028,0.028,0.917,0.028
19717,98 Investors hedge inflation risk using index-linked bonds,8,2,0.028,0.028,0.917,0.028
9831,35 Messi įmušė įspūdingą įvartį Lygų taurėje,6,2,0.036,0.036,0.893,0.036
14843,57 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.893,0.036,0.036,0.036
44188,25 Messi scores a stunning goal in the Champions League match (London),8,2,0.028,0.028,0.916,0.028
507,54 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
6826,28 Apple unveils a new iPhone with advanced camera and AI features in a surprise move,9,2,0.025,0.026,0.924,0.025
34302,17 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
15311,"9 10 priežasčių, kodėl niekada nepirkti šio daikto — You won't believe it",8,2,0.028,0.25,0.694,0.028
10199,16 Major security breach affects millions of users worldwide,7,0,0.906,0.031,0.031,0.031
10877,49 Local team wins national championship in overtime,6,1,0.036,0.893,0.036,0.036
32885,How to speed up your computer with simple tweaks po pranešimo (New York),6,1,0.036,0.89,0.037,0.037
9304,"74 10 priežasčių, kodėl niekada nepirkti šio daikto — Find out why",6,2,0.036,0.036,0.893,0.036
33030,72 How to speed up your computer with simple tweaks,4,1,0.05,0.85,0.05,0.05
112,Stock market falls amid inflation concerns,6,2,0.036,0.036,0.893,0.036
2080,53 Transfer rumors suggest a record deal for the young striker,7,3,0.032,0.031,0.031,0.906
8779,20 This trick will change your life forever,4,3,0.05,0.05,0.05,0.85
210,Didelė saugumo spraga paveikė milijonus vartotojų dėl rinkos reakcijos,6,0,0.893,0.036,0.036,0.036
7004,13 How to speed up your computer with simple tweaks,4,1,0.05,0.85,0.05,0.05
313,Messi scores a stunning goal in the Champions League match (Berlin),8,2,0.028,0.028,0.916,0.028
22788,28 How to speed up your computer with simple tweaks,4,1,0.05,0.85,0.05,0.05
36029,43 You won't believe what happened next (Madrid),4,1,0.051,0.848,0.051,0.05
6510,Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose po pranešimo (New York),8,0,0.913,0.029,0.029,0.029
17568,86 This trick will change your life forever (Kaunas),5,3,0.042,0.043,0.042,0.873
6255,13 You won't believe what happened next (Kaunas),4,1,0.05,0.849,0.05,0.051
25586,66 Analysts predict record profits for the banking sector,6,0,0.892,0.036,0.036,0.036
42620,10 Major security breach affects millions of users worldwide (New York),9,0,0.922,0.026,0.026,0.026
1588,72 Investors hedge inflation risk using index-linked bonds (Madrid),9,2,0.025,0.025,0.925,0.025
42253,25 This trick will change your life forever,4,3,0.05,0.05,0.05,0.85
5656,27 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.893,0.036,0.036,0.036
11321,12 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,3,0.031,0.032,0.031,0.906
2189,How to speed up your computer with simple tweaks (London),5,1,0.042,0.873,0.042,0.043
40805,93 Major security breach affects millions of users worldwide,7,0,0.906,0.031,0.031,0.031
2350,62 Top 7 secrets companies don't want you to know,5,3,0.042,0.042,0.042,0.875
1550,Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus po pranešimo,7,0,0.906,0.031,0.031,0.031
16082,12 Open-source libraries accelerate machine learning workflows,7,3,0.031,0.031,0.031,0.906
11748,75 Analysts predict record profits for the banking sector,6,0,0.892,0.036,0.036,0.036
16763,46 Kaip pagreitinti kompiuterį paprastais triukais,4,1,0.05,0.85,0.05,0.05
3848,33 Didelė saugumo spraga paveikė milijonus vartotojų,6,0,0.893,0.036,0.036,0.036
7816,42 Coach explains new defensive tactics after the game,6,3,0.036,0.036,0.036,0.892
29727,44 Messi įmušė įspūdingą įvartį Lygų taurėje,6,2,0.036,0.036,0.893,0.036
11781,44 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose analitikų teigimu,6,0,0.893,0.036,0.036,0.036
360,She did X — what happens next will shock you (Madrid),4,0,0.847,0.051,0.051,0.051
46584,35 Kaip pagreitinti kompiuterį paprastais triukais,4,1,0.05,0.85,0.05,0.05
3656,62 Didelė saugumo spraga paveikė milijonus vartotojų,6,0,0.893,0.036,0.036,0.036
29171,29 Transfer rumors suggest a record deal for the young striker,7,3,0.032,0.031,0.031,0.906
40553,"90 Central bank cuts rates, markets rally on dovish guidance (New York)",10,0,0.93,0.023,0.023,0.024
11889,98 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.892,0.036,0.036,0.036
1565,57 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,0,0.906,0.031,0.031,0.031
28988,97 Start-up raises $50 million to scale its AI platform,6,1,0.036,0.893,0.036,0.036
26025,69 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis as markets react (Berlin),9,1,0.025,0.924,0.026,0.025
25567,92 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,3,0.031,0.032,0.031,0.906
21265,"Negalėsite patikėti, kas įvyko toliau — Read more (London)",6,2,0.037,0.036,0.889,0.037
48895,68 Stock market falls amid inflation concerns (New York),8,2,0.028,0.028,0.915,0.029
649,53 Local team wins national championship in overtime,6,1,0.036,0.893,0.036,0.036
45167,Investors hedge inflation risk using index-linked bonds in a surprise move (Kaunas),10,2,0.023,0.023,0.931,0.023
13246,36 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,3,0.031,0.032,0.031,0.906
29197,61 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,0,0.906,0.031,0.031,0.031
24168,41 Major security breach affects millions of users worldwide,7,0,0.906,0.031,0.031,0.031
33563,Earnings beat expectations as revenue grows in cloud segment dėl rinkos reakcijos (Kaunas),8,0,0.916,0.028,0.028,0.028
486,Messi scores a stunning goal in the Champions League match — analysts say (Vilnius),8,2,0.028,0.028,0.916,0.028
31107,83 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą (London),8,2,0.028,0.028,0.916,0.028
32378,55 This trick will change your life forever — Find out why,4,3,0.05,0.05,0.05,0.85
13395,27 10 reasons you should never buy this gadget (New York),5,3,0.042,0.043,0.042,0.873
11515,Apple unveils a new iPhone with advanced camera and AI features in a surprise move (Paris),10,2,0.023,0.024,0.93,0.023
18841,6 Messi scores a stunning goal in the Champions League match,7,2,0.031,0.031,0.906,0.031
10964,"Negalėsite patikėti, kas įvyko toliau (Kaunas)",5,2,0.043,0.043,0.872,0.042
30727,76 Stock market falls amid inflation concerns dėl rinkos reakcijos,6,2,0.036,0.036,0.893,0.036
45787,26 Žvaigždė pasirašė daugiametę sutartį su klubu,5,1,0.042,0.875,0.042,0.042
3440,How to speed up your computer with simple tweaks (Kaunas),5,1,0.042,0.874,0.042,0.042
24535,50 Žvaigždė pasirašė daugiametę sutartį su klubu dėl rinkos reakcijos,5,1,0.042,0.875,0.042,0.042
44059,Investors hedge inflation risk using index-linked bonds after report (Berlin),9,2,0.025,0.025,0.925,0.025
6577,10 Investors hedge inflation risk using index-linked bonds,8,2,0.028,0.028,0.917,0.028
21095,87 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis amid concerns,10,1,0.023,0.71,0.244,0.023
18923,84 Transfer rumors suggest a record deal for the young striker,7,3,0.032,0.031,0.031,0.906
9341,Local team wins national championship in overtime as markets react,6,1,0.036,0.893,0.036,0.036
33849,91 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.892,0.036,0.036,0.036
45330,2 Open-source libraries accelerate machine learning workflows — analysts say (London),8,3,0.028,0.028,0.028,0.916
31213,99 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,0,0.906,0.031,0.031,0.031
215,This trick will change your life forever (London),5,3,0.042,0.042,0.042,0.874
5477,26 How to speed up your computer with simple tweaks,4,1,0.05,0.85,0.05,0.05
37082,54 Start-up raises $50 million to scale its AI platform,6,1,0.036,0.893,0.036,0.036
48957,48 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis as markets react,8,1,0.028,0.916,0.028,0.028
485,Šis triukas pakeis jūsų gyvenimą amžiams — Number 5 is shocking,7,3,0.031,0.031,0.031,0.906
34492,"66 Negalėsite patikėti, kas įvyko toliau",4,2,0.051,0.05,0.849,0.05
48612,54 Messi įmušė įspūdingą įvartį Lygų taurėje,6,2,0.036,0.036,0.893,0.036
9911,89 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus (Paris),8,0,0.916,0.028,0.028,0.028
49561,59 Apple unveils a new iPhone with advanced camera and AI features dėl rinkos reakcijos,8,2,0.028,0.029,0.915,0.028
19370,32 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.892,0.036,0.036,0.036
38679,Startuolis pritraukė 50 mln. USD DI platformos plėtrai amid concerns (Berlin),10,3,0.023,0.023,0.225,0.729
13173,98 How to speed up your computer with simple tweaks (London),5,1,0.042,0.873,0.042,0.043
7840,"49 Central bank cuts rates, markets rally on dovish guidance",8,0,0.917,0.028,0.028,0.028
26298,2 Didelė saugumo spraga paveikė milijonus vartotojų,6,0,0.893,0.036,0.036,0.036
32341,95 Earnings beat expectations as revenue grows in cloud segment,7,0,0.906,0.031,0.031,0.031
29767,36 Local team wins national championship in overtime analitikų teigimu (Vilnius),7,1,0.032,0.905,0.032,0.031
9453,18 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.892,0.036,0.036,0.036
