orig_row,text,n_terms,dominant_topic,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
12155,37 You won't believe what happened next,3,1,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
9705,70 You won't believe what happened next (Vilnius),4,1,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
46927,76 She did X — what happens next will shock you (Paris),4,7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02
26006,76 You won't believe what happened next,3,1,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
566,Start-up raises $50 million to scale its AI platform (London),7,3,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013
30179,2 Open-source libraries accelerate machine learning workflows,7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
916,Investors hedge inflation risk using index-linked bonds amid concerns,10,9,0.009,0.009,0.009,0.009,0.211,0.009,0.009,0.009,0.009,0.716
43255,63 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
6217,72 Earnings beat expectations as revenue grows in cloud segment,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
1752,Open-source libraries accelerate machine learning workflows amid concerns,9,9,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.71
8154,59 Stock market falls amid inflation concerns po pranešimo (Berlin),8,4,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011
49770,49 You won't believe what happened next (New York),5,1,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
29396,"100 Central bank cuts rates, markets rally on dovish guidance",8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
306,Stock market falls amid inflation concerns (London),7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
41139,34 Investors hedge inflation risk using index-linked bonds,8,9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9
38126,57 You won't believe what happened next (Paris),4,1,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
12643,86 Šis triukas pakeis jūsų gyvenimą amžiams — Find out why (London),6,1,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
8323,76 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
45030,68 Žvaigždė pasirašė daugiametę sutartį su klubu po pranešimo,6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
11379,"27 10 priežasčių, kodėl niekada nepirkti šio daikto",6,9,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871
23751,46 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
33,This trick will change your life forever,4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
5144,Local team wins national championship in overtime analitikų teigimu,8,7,0.011,0.011,0.011,0.011,0.233,0.011,0.011,0.678,0.011,0.011
31237,50 Top 7 secrets companies don't want you to know,5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
49727,Coach explains new defensive tactics after the game amid concerns (London),9,2,0.01,0.01,0.697,0.01,0.223,0.01,0.01,0.01,0.01,0.01
37925,93 Local team wins national championship in overtime,6,7,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014
3211,23 Coach explains new defensive tactics after the game,6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
26065,74 Didelė saugumo spraga paveikė milijonus vartotojų,6,6,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014
26496,2 Coach explains new defensive tactics after the game,6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
4999,26 Local team wins national championship in overtime analitikų teigimu,8,7,0.011,0.011,0.011,0.011,0.233,0.011,0.011,0.678,0.011,0.011
22404,"82 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte — Number 5 is shocking",6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
46409,94 Open-source libraries accelerate machine learning workflows,7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
29329,13 Local team wins national championship in overtime,6,7,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014
3547,78 Star player signs a multi-year contract with club in a surprise move,8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
20589,"31 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte",4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
48348,74 This trick will change your life forever — Number 5 is shocking,6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
14065,This trick will change your life forever — Find out why (London),5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
17815,82 Analysts predict record profits for the banking sector,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
44621,52 This trick will change your life forever (Paris),5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
2209,Coach explains new defensive tactics after the game dėl rinkos reakcijos (London),9,2,0.01,0.01,0.705,0.01,0.01,0.01,0.215,0.01,0.01,0.01
12903,63 Investors hedge inflation risk using index-linked bonds,8,9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9
4144,Messi scores a stunning goal in the Champions League match analitikų teigimu (Madrid),10,4,0.009,0.009,0.009,0.009,0.918,0.009,0.009,0.009,0.009,0.009
21587,58 You won't believe what happened next (Berlin),4,1,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
42884,Treneris aiškino naują gynybos taktiką po rungtynių — analysts say (Kaunas),9,0,0.697,0.01,0.01,0.01,0.223,0.01,0.01,0.01,0.01,0.01
49014,94 Earnings beat expectations as revenue grows in cloud segment,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
14298,Messi įmušė įspūdingą įvartį Lygų taurėje po pranešimo (New York),9,8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01
41312,9 Žvaigždė pasirašė daugiametę sutartį su klubu (Paris),6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
26377,14 Start-up raises $50 million to scale its AI platform (Paris),7,3,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013
3070,Šis triukas pakeis jūsų gyvenimą amžiams — You won't believe it (New York),9,1,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
30040,66 Treneris aiškino naują gynybos taktiką po rungtynių dėl rinkos reakcijos,8,0,0.678,0.011,0.011,0.011,0.011,0.011,0.233,0.011,0.011,0.011
2227,Didelė saugumo spraga paveikė milijonus vartotojų as markets react,8,6,0.011,0.011,0.011,0.011,0.011,0.233,0.678,0.011,0.011,0.011
718,Treneris aiškino naują gynybos taktiką po rungtynių — analysts say,8,0,0.678,0.011,0.011,0.011,0.233,0.011,0.011,0.011,0.011,0.011
36168,79 Apple unveils a new iPhone with advanced camera and AI features analitikų teigimu,10,3,0.009,0.009,0.009,0.918,0.009,0.009,0.009,0.009,0.009,0.009
5232,33 Coach explains new defensive tactics after the game,6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
8380,95 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
9679,2 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą,7,5,0.013,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013
103,She did X — what happens next will shock you (Berlin),4,7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02
653,Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose (Paris),7,0,0.763,0.137,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
45835,56 This trick will change your life forever (London),5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
7336,81 Major security breach affects millions of users worldwide,7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
10589,Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose in a surprise move (Vilnius),8,0,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
11328,25 Messi įmušė įspūdingą įvartį Lygų taurėje (London),7,8,0.013,0.013,0.137,0.013,0.013,0.013,0.013,0.013,0.763,0.013
20224,Messi scores a stunning goal in the Champions League match amid concerns (London),10,4,0.009,0.009,0.009,0.009,0.918,0.009,0.009,0.009,0.009,0.009
19620,87 She did X — what happens next will shock you,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
9211,45 Open-source libraries accelerate machine learning workflows,7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
5278,Apple unveils a new iPhone with advanced camera and AI features in a surprise move,9,3,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01
3960,67 Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
38195,Start-up raises $50 million to scale its AI platform as markets react (Berlin),9,3,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01
119,63 This trick will change your life forever,4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
49953,Stock market falls amid inflation concerns analitikų teigimu (New York),10,4,0.009,0.009,0.009,0.009,0.918,0.009,0.009,0.009,0.009,0.009
6838,Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus (Paris),8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
24068,76 10 reasons you should never buy this gadget,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
33328,"Central bank cuts rates, markets rally on dovish guidance in a surprise move (Vilnius)",10,5,0.009,0.009,0.009,0.009,0.009,0.918,0.009,0.009,0.009,0.009
13032,44 Earnings beat expectations as revenue grows in cloud segment,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
37136,Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus analitikų teigimu (New York),11,8,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.925,0.008
40792,28 Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
43128,82 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus (Kaunas),8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
9887,38 Analysts predict record profits for the banking sector,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
34571,"74 10 priežasčių, kodėl niekada nepirkti šio daikto",6,9,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871
73,Didelė saugumo spraga paveikė milijonus vartotojų,6,6,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014
8850,6 Investors hedge inflation risk using index-linked bonds (Vilnius),9,9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91
6918,"74 Central bank cuts rates, markets rally on dovish guidance",8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
36629,"46 Central bank cuts rates, markets rally on dovish guidance",8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
5375,Major security breach affects millions of users worldwide (New York),9,1,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
19553,39 Treneris aiškino naują gynybos taktiką po rungtynių (Kaunas),7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
30927,30 Apple unveils a new iPhone with advanced camera and AI features in a surprise move,9,3,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01
45581,7 Star player signs a multi-year contract with club (Paris),8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
42733,"34 Central bank cuts rates, markets rally on dovish guidance",8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
35641,34 Kaip pagreitinti kompiuterį paprastais triukais (Paris),5,5,0.017,0.017,0.017,0.017,0.017,0.85,0.017,0.017,0.017,0.017
38003,16 Apple unveils a new iPhone with advanced camera and AI features (London),9,3,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01
13471,96 Top 7 secrets companies don't want you to know,5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
6302,"92 Negalėsite patikėti, kas įvyko toliau — Find out why",4,6,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02
39241,Kaip pagreitinti kompiuterį paprastais triukais as markets react (Vilnius),7,5,0.013,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013
12350,67 Žvaigždė pasirašė daugiametę sutartį su klubu after report,6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
31312,13 Coach explains new defensive tactics after the game,6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
6069,45 Didelė saugumo spraga paveikė milijonus vartotojų,6,6,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014
3839,80 How to speed up your computer with simple tweaks,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
5510,17 Investors hedge inflation risk using index-linked bonds analitikų teigimu,10,9,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.918
24039,99 Transfer rumors suggest a record deal for the young striker,7,3,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013
3739,57 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
27595,81 10 reasons you should never buy this gadget,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
2160,28 This trick will change your life forever (Kaunas),5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
26287,"48 Negalėsite patikėti, kas įvyko toliau",4,6,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02
365,28 Local team wins national championship in overtime,6,7,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014
11964,27 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose (Vilnius),7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
23210,"57 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte — Find out why (Paris)",5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
20448,89 Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
34547,44 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis (Berlin),9,1,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
10935,This trick will change your life forever — Find out why (Madrid),5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
6078,"Negalėsite patikėti, kas įvyko toliau — Find out why (Paris)",5,6,0.017,0.201,0.017,0.017,0.017,0.017,0.665,0.017,0.017,0.017
13329,43 Treneris aiškino naują gynybos taktiką po rungtynių (London),7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
9104,56 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą dėl rinkos reakcijos,9,5,0.01,0.01,0.01,0.01,0.01,0.71,0.21,0.01,0.01,0.01
32745,67 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
18868,88 Open-source libraries accelerate machine learning workflows (Paris),8,9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9
26766,79 You won't believe what happened next (London),4,1,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
29366,"55 Ji padarė X — kas nutiks toliau, pribloškia — You won't believe it (Paris)",8,1,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
38922,14 10 reasons you should never buy this gadget,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
621,Žvaigždė pasirašė daugiametę sutartį su klubu po pranešimo,6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
21843,53 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis (Paris),9,1,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
20977,82 Top 7 secrets companies don't want you to know,5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
32578,Stock market falls amid inflation concerns as markets react (Berlin),9,4,0.01,0.01,0.01,0.01,0.68,0.24,0.01,0.01,0.01,0.01
43459,79 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose (Vilnius),7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
13137,59 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus amid concerns,9,8,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.71,0.01
23700,80 Messi įmušė įspūdingą įvartį Lygų taurėje (Paris),7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
9409,"29 10 priežasčių, kodėl niekada nepirkti šio daikto — Read more",7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.137,0.013,0.763
4959,37 Stock market falls amid inflation concerns amid concerns (Berlin),9,4,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01
18330,"89 Negalėsite patikėti, kas įvyko toliau — Find out why",4,6,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02
1849,18 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
1373,"Central bank cuts rates, markets rally on dovish guidance (Madrid)",9,5,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01
8193,75 Start-up raises $50 million to scale its AI platform,6,3,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014
48215,64 10 reasons you should never buy this gadget (Vilnius),4,7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02
8941,"12 Central bank cuts rates, markets rally on dovish guidance",8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
10970,82 Messi įmušė įspūdingą įvartį Lygų taurėje,6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
33095,43 Open-source libraries accelerate machine learning workflows,7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
19,Start-up raises $50 million to scale its AI platform (Madrid),7,3,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013
20772,Earnings beat expectations as revenue grows in cloud segment amid concerns (Kaunas),10,8,0.009,0.009,0.009,0.009,0.209,0.009,0.009,0.009,0.718,0.009
3169,57 Investors hedge inflation risk using index-linked bonds,8,9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9
13576,54 Investors hedge inflation risk using index-linked bonds,8,9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9
13955,66 Open-source libraries accelerate machine learning workflows,7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
7798,Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą as markets react (Madrid),10,5,0.009,0.009,0.009,0.009,0.009,0.918,0.009,0.009,0.009,0.009
8443,69 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą,7,5,0.013,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013
1198,Local team wins national championship in overtime po pranešimo,7,7,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013,0.013
643,Kaip pagreitinti kompiuterį paprastais triukais (Madrid),5,5,0.017,0.017,0.017,0.017,0.017,0.85,0.017,0.017,0.017,0.017
29330,84 How to speed up your computer with simple tweaks,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
6366,Šis triukas pakeis jūsų gyvenimą amžiams (Madrid),6,1,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
7098,70 She did X — what happens next will shock you,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
4596,88 Coach explains new defensive tactics after the game,6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
3740,Šis triukas pakeis jūsų gyvenimą amžiams — Find out why (New York),7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
24754,"20 Central bank cuts rates, markets rally on dovish guidance",8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
44100,63 Transfer rumors suggest a record deal for the young striker po pranešimo,8,3,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011
41797,Kaip pagreitinti kompiuterį paprastais triukais amid concerns (Kaunas),7,5,0.013,0.013,0.013,0.013,0.293,0.607,0.013,0.013,0.013,0.013
24037,31 Šis triukas pakeis jūsų gyvenimą amžiams (London),6,1,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
2938,"Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte (New York)",6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
19902,"19 10 priežasčių, kodėl niekada nepirkti šio daikto — You won't believe it",8,9,0.011,0.233,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.678
26966,47 How to speed up your computer with simple tweaks,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
39129,"Central bank cuts rates, markets rally on dovish guidance amid concerns (Madrid)",11,5,0.008,0.008,0.008,0.008,0.179,0.754,0.008,0.008,0.008,0.008
27034,69 Top 7 secrets companies don't want you to know,5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
32645,12 This trick will change your life forever,4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
27903,17 Start-up raises $50 million to scale its AI platform,6,3,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014
25734,Startuolis pritraukė 50 mln. USD DI platformos plėtrai analitikų teigimu (Paris),10,0,0.645,0.009,0.009,0.009,0.282,0.009,0.009,0.009,0.009,0.009
18078,Major security breach affects millions of users worldwide analitikų teigimu (Madrid),10,1,0.009,0.918,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009
11153,90 Top 7 secrets companies don't want you to know (Kaunas),6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
29762,"96 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte (London)",5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
3668,11 Messi scores a stunning goal in the Champions League match,7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
39488,69 Transfer rumors suggest a record deal for the young striker,7,3,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013
29264,Šis triukas pakeis jūsų gyvenimą amžiams — Number 5 is shocking (Madrid),8,1,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
80,Start-up raises $50 million to scale its AI platform,6,3,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014
2246,2 Messi įmušė įspūdingą įvartį Lygų taurėje,6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
43458,41 Kaip pagreitinti kompiuterį paprastais triukais,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
30382,"10 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte",4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
1876,32 Šis triukas pakeis jūsų gyvenimą amžiams — Find out why,5,1,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
25056,52 Stock market falls amid inflation concerns after report,7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
17571,How to speed up your computer with simple tweaks amid concerns (Vilnius),7,5,0.013,0.013,0.013,0.013,0.287,0.613,0.013,0.013,0.013,0.013
1518,Apple unveils a new iPhone with advanced camera and AI features amid concerns,10,3,0.009,0.009,0.009,0.735,0.192,0.009,0.009,0.009,0.009,0.009
33605,75 How to speed up your computer with simple tweaks,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
38673,66 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą dėl rinkos reakcijos,9,5,0.01,0.01,0.01,0.01,0.01,0.71,0.21,0.01,0.01,0.01
48621,41 She did X — what happens next will shock you,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
6693,Star player signs a multi-year contract with club dėl rinkos reakcijos (New York),11,8,0.008,0.008,0.008,0.008,0.008,0.008,0.175,0.008,0.758,0.008
8784,99 Top 7 secrets companies don't want you to know,5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
41786,7 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
26342,15 Apple unveils a new iPhone with advanced camera and AI features (Paris),9,3,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01
45645,68 Stock market falls amid inflation concerns dėl rinkos reakcijos,8,4,0.011,0.011,0.011,0.011,0.678,0.011,0.233,0.011,0.011,0.011
42975,11 Didelė saugumo spraga paveikė milijonus vartotojų dėl rinkos reakcijos (Vilnius),9,6,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01
46906,23 This trick will change your life forever (Paris),5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
41077,83 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
264,71 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
8729,3 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą,7,5,0.013,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013
7330,81 She did X — what happens next will shock you,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
48521,96 Investors hedge inflation risk using index-linked bonds (Berlin),9,9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91
7513,45 This trick will change your life forever,4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
